Time (Seconds),r_shoulder_top_x,r_shoulder_top_y,r_shoulder_top_z,r_elbow_out_x,r_elbow_out_y,r_elbow_out_z,r_wrist_out_x,r_wrist_out_y,r_wrist_out_z
1.942,-465.691132,1393.146362,78.344276,-603.199829,1028.158936,122.280304,-584.521423,889.299438,251.400833
1.95,-460.41449,1391.698242,84.428246,-597.122314,1026.206421,127.612816,-578.022644,886.972351,256.345795
1.958,-455.482422,1390.612427,90.632233,-590.950256,1024.350464,132.796402,-571.328491,885.021851,260.97345
1.967,-450.30423,1389.158936,96.801331,-584.733215,1022.476196,138.154358,-564.640808,882.81488,265.655396
1.975,-445.115173,1387.875732,103.053261,-578.406006,1020.682068,143.509583,-557.944946,880.552917,270.464172
1.983,-440.010712,1386.574219,109.364464,-572.025269,1018.869385,148.966599,-551.149719,878.268982,275.315216
1.992,-434.953918,1385.224487,115.763908,-565.663086,1017.075439,154.444717,-544.29187,876.125549,280.332001
2,-430.220154,1384.253784,122.295609,-559.338989,1015.304565,159.979294,-537.364319,873.989319,285.355774
2.008,-425.356659,1382.950195,128.836044,-552.801208,1013.595093,165.546387,-530.520203,871.871521,290.373596
2.017,-420.423065,1381.951172,135.371262,-546.277283,1011.780151,171.289825,-523.600769,869.738953,295.620209
2.025,-415.500061,1380.798462,142.070892,-539.750793,1010.085938,177.023376,-516.680969,867.717651,301.009216
2.033,-410.864044,1379.977051,149.000748,-533.227417,1008.53717,182.76886,-509.788513,865.752991,306.265381
2.042,-406.023132,1379.192993,155.914841,-526.623535,1007.033081,188.614578,-502.644226,863.950012,311.517395
2.05,-400.946045,1378.69751,162.898193,-519.814514,1005.759705,194.476501,-495.523438,862.213928,316.715912
2.058,-395.761261,1378.255737,169.879135,-512.87207,1004.66217,200.377151,-488.427246,860.866943,321.898651
2.067,-390.490265,1378.189819,176.71994,-506.062439,1004.100891,206.219391,-481.089081,859.791809,327.394165
2.075,-385.226532,1378.383545,183.457855,-498.981018,1003.659485,212.193497,-473.876434,859.040894,332.677185
2.083,-379.940155,1378.722656,190.106491,-491.680328,1003.471985,218.196182,-466.468781,858.595581,338.325195
2.092,-374.878967,1379.301392,196.650024,-484.633301,1003.643494,224.022141,-459.060547,858.424927,344.07489
2.1,-369.434204,1379.740112,202.993927,-477.178223,1003.707275,229.995987,-451.701447,858.534607,349.928253
2.108,-363.982727,1380.233276,209.396744,-470.023438,1003.939758,236.152695,-444.126312,858.494202,355.857452
2.117,-358.477814,1380.736084,215.751526,-462.87265,1004.074951,242.255066,-436.377655,858.523438,361.763245
2.125,-352.682556,1381.115601,221.947815,-455.585693,1004.187134,248.509415,-428.679749,858.808167,367.895386
2.133,-347.117737,1381.456787,228.345108,-448.649292,1004.402649,254.911728,-421.093597,858.979736,374.093323
2.142,-341.461578,1381.964478,234.633606,-441.639709,1004.500732,261.353333,-413.487854,859.10675,380.419617
2.15,-335.400055,1382.171631,240.71904,-434.652161,1004.534851,267.938629,-405.611206,859.107605,386.635223
2.158,-329.546204,1382.496704,246.883438,-427.797363,1004.584778,274.588776,-397.460693,859.060364,392.753906
2.167,-323.2836,1382.779053,252.903671,-421.01236,1004.901306,280.994293,-389.30896,859.150208,399.128204
2.175,-317.344574,1383.167236,258.800171,-414.035278,1004.920349,287.742188,-381.242828,859.287659,405.541321
2.183,-311.275391,1383.528198,264.662537,-407.104706,1005.060669,294.485413,-373.135162,859.680664,412.060364
2.192,-305.374573,1383.981323,270.381287,-400.091766,1005.263672,301.190552,-364.998352,860.207275,418.597504
2.2,-299.490692,1384.539917,276.050812,-393.182404,1005.660522,307.820679,-356.765045,860.9823,425.306
2.208,-293.47464,1385.074829,281.29126,-386.280762,1006.442322,314.022705,-348.538635,861.912598,432.093903
2.217,-287.664612,1385.90332,286.70343,-379.024323,1006.698853,320.618256,-340.367249,862.879211,438.618713
2.225,-281.644104,1386.708008,291.76178,-371.990265,1007.314941,326.966003,-332.115051,863.875061,444.952179
2.233,-275.864594,1387.557007,296.818604,-364.873566,1007.896912,333.216309,-323.929535,865.001953,451.216156
2.242,-270.216583,1388.418091,301.75354,-357.78186,1008.541443,339.282745,-315.70816,866.202209,457.574829
2.25,-264.403381,1389.19458,306.503143,-350.725708,1009.264221,345.04837,-307.523132,867.437683,463.807495
2.258,-258.71756,1390.071045,311.254364,-343.680298,1009.850037,350.809692,-299.46875,868.660461,469.90741
2.267,-252.86615,1390.941406,315.806427,-336.736237,1010.531189,356.467072,-291.357971,869.818359,475.787476
2.275,-247.206696,1391.72229,320.439117,-329.718903,1011.04248,362.0914,-283.230835,870.866699,481.497803
2.283,-241.56131,1392.392578,324.953217,-322.815155,1011.540405,367.674225,-275.210388,871.773193,487.039154
2.292,-235.956894,1392.958374,329.479645,-315.895508,1011.846558,373.126221,-267.233063,872.684509,492.727631
2.3,-230.329208,1393.463501,333.871002,-309.185791,1012.201782,378.517517,-259.293945,873.49054,498.33493
2.308,-224.650009,1393.808594,338.137482,-302.225403,1012.211304,383.818939,-251.398956,874.232605,503.939636
2.317,-219.187714,1394.042847,342.464233,-295.741669,1012.572144,389.174042,-243.547714,874.796387,509.247192
2.325,-213.552261,1394.117432,346.632141,-289.067535,1012.388916,394.318268,-235.685852,875.24292,514.538147
2.333,-208.105591,1394.144287,350.869843,-282.240967,1011.948914,399.560822,-227.797989,875.601013,519.877075
2.342,-202.481613,1393.958618,354.988098,-275.904358,1011.814941,404.686401,-220.095688,875.848694,524.951599
2.35,-196.987518,1393.655396,359.173615,-269.442688,1011.260742,409.572449,-212.373352,876.104553,530.284363
2.358,-191.360092,1393.231567,363.183441,-263.048096,1010.722656,414.32901,-204.849487,876.26947,535.399841
2.367,-185.917206,1392.641724,367.371399,-256.39856,1009.926208,419.135681,-197.174286,876.470093,540.462646
2.375,-180.331543,1392.02417,371.437988,-250.108002,1009.183777,423.843781,-189.59671,876.449219,545.330505
2.383,-174.581253,1391.248169,375.411804,-243.834045,1008.202698,428.317627,-181.89653,876.287048,549.947205
2.392,-168.91153,1390.468872,379.505676,-237.704803,1007.242065,432.670929,-174.209335,875.86969,554.313232
2.4,-163.023499,1389.462769,383.382996,-231.53894,1006.055847,436.943115,-166.477905,875.292603,558.682312
2.408,-157.018021,1388.404907,387.235931,-225.187912,1004.757507,441.082123,-158.880402,874.757629,562.87384
2.417,-151.266525,1387.298096,391.325928,-219.306625,1003.662476,445.108765,-151.352341,874.152527,566.891418
2.425,-145.27681,1386.083374,395.236816,-212.925293,1001.975891,448.864258,-143.935867,873.302673,570.692444
2.433,-139.233109,1384.813843,399.055908,-207.113434,1000.803223,452.809723,-136.486053,872.346436,574.410828
2.442,-133.216324,1383.453491,402.718048,-201.125046,998.967163,456.352264,-129.149536,871.346008,578.046448
2.45,-126.934975,1382.004395,406.658417,-195.088562,997.501221,459.946228,-122.045143,870.261047,581.373535
2.458,-120.574417,1380.541992,410.286102,-189.163651,996.013489,463.334839,-114.943413,869.163208,584.813538
2.467,-114.395287,1379.228516,413.863556,-183.03537,994.427673,466.621521,-107.877396,867.931152,587.848572
2.475,-108.318825,1377.717773,417.979248,-176.808899,992.756897,469.647278,-100.841362,866.471191,590.801025
2.483,-101.681038,1376.313477,421.341827,-170.421127,991.040833,472.612457,-93.791267,865.152649,593.571228
2.492,-95.280434,1374.940796,424.91507,-164.483978,989.719238,475.601135,-86.922005,863.624939,596.042603
2.5,-88.949524,1373.588745,428.569458,-158.250336,988.019348,478.214996,-80.255653,861.963623,598.455444
2.508,-82.147949,1372.229614,431.972321,-151.916901,986.601074,480.704803,-73.684647,860.509949,600.919922
2.517,-75.538803,1370.901978,435.331635,-145.538589,985.091187,483.061462,-67.285294,858.977173,603.055725
2.525,-68.78801,1369.694702,438.744415,-139.327621,983.879822,485.344482,-60.929634,857.168823,605.084412
2.533,-61.890888,1368.520752,442.072632,-132.87294,982.473633,487.331848,-54.599045,855.63855,607.160522
2.542,-55.211098,1367.377686,445.44519,-126.309349,981.307373,489.369659,-48.532635,853.991882,608.840698
2.55,-48.093124,1366.341064,448.657288,-119.578178,979.999878,491.239807,-42.399578,852.442444,610.62207
2.558,-41.209507,1365.38623,451.945709,-113.210289,979.183716,493.019318,-36.632442,850.640747,612.342896
2.567,-34.024731,1364.504883,455.078979,-106.430313,977.876038,494.527222,-30.850172,849.114563,613.87207
2.575,-26.910402,1363.672485,458.14621,-99.770676,977.155945,496.039459,-25.084017,847.531433,615.249756
2.583,-19.447819,1362.89856,461.172333,-92.916077,976.299316,497.507019,-19.690645,845.862732,616.68457
2.592,-12.218229,1362.271851,464.252411,-86.337318,975.792114,499.023163,-14.219361,844.461487,618.217285
2.6,-4.771229,1361.660645,467.204834,-79.639595,975.092896,500.282593,-8.804672,843.041626,619.235657
2.608,2.949853,1361.09729,469.968964,-72.809036,974.578613,501.40213,-3.372553,841.604004,620.104553
2.617,10.335372,1360.673462,472.819366,-65.892578,974.194763,502.684235,1.746922,840.352051,621.202026
2.625,17.882149,1360.240479,475.671295,-59.23278,974.000305,504.0065,7.024178,839.129639,622.73584
2.633,25.410112,1359.961426,478.117828,-52.484375,973.782776,505.112518,12.091927,837.983459,623.966675
2.642,32.785732,1359.842041,480.917725,-45.531448,973.548828,506.243164,17.105391,836.995483,625.372192
2.65,40.028202,1359.965942,483.553619,-38.333019,973.709595,507.604828,22.082069,836.203247,626.806335
2.658,47.168175,1360.216187,486.277618,-31.407051,974.304565,508.827698,26.660679,835.752319,628.27533
2.667,54.369019,1360.968994,489.079285,-24.46505,974.719666,509.935272,31.365782,835.405334,629.589661
2.675,61.632938,1361.810547,491.872406,-17.529152,975.608704,511.033173,35.811028,835.369568,630.732239
2.683,68.820862,1362.950684,494.672791,-10.518633,976.572021,512.016602,40.07291,835.879822,631.648743
2.692,76.08931,1364.391479,497.326538,-3.814504,978.177368,512.895996,44.375584,836.496765,632.735352
2.7,83.005264,1365.987061,500.15921,2.939644,979.565796,514.043823,48.775192,837.309143,634.297363
2.708,90.28653,1367.637451,502.622498,9.350783,981.656738,515.073975,52.935902,838.659302,635.529907
2.717,97.426704,1369.323242,504.621521,16.581869,983.46637,515.904541,56.918259,839.863464,636.810547
2.725,104.471062,1371.276123,507.044678,23.406422,985.75238,517.150146,60.760605,841.750366,638.134033
2.733,111.402153,1373.128418,509.44989,30.172411,987.703979,518.520569,64.699974,843.301086,639.810181
2.742,117.932159,1375.08667,511.876282,36.352383,990.020569,520.008667,68.786491,845.169495,641.527771
2.75,124.410591,1376.878052,514.296021,42.808697,991.736694,521.577881,72.848755,846.903259,643.450928
2.758,130.049576,1378.839844,517.433594,48.978569,993.441711,523.431946,76.805244,848.766357,645.515747
2.767,136.247787,1380.454224,519.770447,54.566063,995.13147,525.609497,79.657318,850.91217,648.121399
2.775,141.968719,1381.924927,522.102539,59.507175,996.487976,528.111694,83.094566,852.906433,650.844849
2.783,147.547836,1383.226074,524.400452,64.52372,997.926208,530.862244,86.854149,854.423462,653.731567
2.792,152.556137,1384.654907,526.953491,69.289726,999.228638,533.175049,90.856789,855.942139,656.81189
2.8,157.897995,1385.713257,529.315247,74.334053,1000.491272,535.710083,94.388718,857.421875,659.987427
2.808,163.157074,1386.687378,531.518738,78.677193,1001.94812,538.321594,97.958611,858.995178,663.252747
2.817,169.262604,1387.292358,533.022827,82.828186,1003.059753,541.057373,101.344139,860.399658,666.572327
2.825,174.414017,1388.300415,535.546204,86.791496,1004.20105,543.671509,104.652306,861.955261,669.711975
2.833,179.784927,1389.109985,537.799316,90.84761,1005.299805,546.247437,107.817673,863.351868,672.898071
2.842,184.953369,1390.096558,540.317139,94.819778,1006.46283,548.865417,111.031273,864.748108,676.042664
2.85,190.051514,1391.008057,542.907959,98.801918,1007.677063,551.370911,113.975578,866.245178,678.984253
2.858,195.293777,1391.855469,545.610962,102.762451,1008.840576,553.86322,116.830788,867.619995,681.954712
2.867,200.635635,1392.805298,548.338013,106.580635,1010.031799,556.102539,119.48558,869.044861,684.740234
2.875,205.93573,1393.689697,551.227539,110.543022,1011.285156,558.460693,122.038925,870.374878,687.389343
2.883,211.295181,1394.548828,554.06488,114.599754,1012.53125,560.996155,124.311226,871.581482,689.88739
2.892,216.670334,1395.441284,556.988586,118.761269,1013.712646,563.515503,126.5896,872.758423,692.344971
2.9,222.070663,1396.125732,559.933838,123.000626,1014.907593,566.070007,128.816696,873.7276,694.733154
2.908,227.484863,1396.854858,562.941467,127.312836,1016.026367,568.701416,130.811295,874.75885,696.97583
2.917,232.811462,1397.454956,566.031067,131.558182,1017.074341,571.232422,132.85408,875.66626,699.268494
2.925,238.133774,1397.992798,569.217285,135.956833,1018.015137,573.896179,134.872803,876.503662,701.502197
2.933,243.439529,1398.388672,572.553833,140.216553,1018.834106,576.588257,137.038376,877.208435,703.956848
2.942,248.873123,1398.614624,575.848145,144.610977,1019.474243,579.361572,139.466019,877.701965,706.410767
2.95,254.125412,1398.733521,579.250122,149.014572,1020.143127,582.256042,141.080566,878.59668,708.867188
2.958,259.551086,1398.709229,582.88446,153.412399,1020.664551,585.166748,143.361343,878.936523,711.50885
2.967,265.099152,1398.63623,586.707581,157.759491,1021.0401,588.166321,145.476501,879.299255,714.152161
2.975,270.751068,1398.310791,590.546082,162.021988,1021.242126,591.186279,147.342896,879.643005,716.889832
2.983,276.535278,1397.914062,594.56781,166.412811,1021.405823,594.362976,149.257278,879.883667,719.556824
2.992,282.10437,1397.463501,598.892212,170.64447,1021.589172,597.539612,151.344315,880.030273,722.306274
3,287.891846,1396.941895,603.16095,174.881958,1021.63031,600.752747,153.550217,880.129761,725.114014
3.008,293.725281,1396.288574,607.664734,179.129898,1021.609558,604.099915,155.727997,880.058167,727.925903
3.017,299.614136,1395.510742,612.369446,183.325439,1021.588196,607.496948,157.959946,879.905823,730.835632
3.025,305.448181,1394.733032,617.108826,187.441727,1021.485901,611.04364,160.471436,879.686646,733.708252
3.033,311.531342,1393.756226,621.970642,191.629669,1021.320923,614.548157,163.063324,879.312256,736.676758
3.042,317.295807,1392.840088,627.101379,195.694565,1021.4422,618.307983,165.742203,878.804749,739.65863
3.05,323.19162,1391.756836,632.210571,199.779572,1020.972839,621.914551,168.101791,878.322632,742.382996
3.058,329.094086,1390.657715,637.460999,203.980301,1020.554565,625.677307,170.538147,878.154785,745.469177
3.067,334.959473,1389.429321,642.780151,208.183029,1020.208862,629.640137,173.771011,877.254456,748.653442
3.075,340.927917,1388.172241,648.331299,212.413864,1019.787292,633.50116,177.249817,876.184082,751.483887
3.083,346.640015,1386.871338,654.028442,216.476791,1019.526001,637.416687,180.64122,875.051392,754.566467
3.092,352.565826,1385.539917,659.711792,220.88179,1018.717896,641.345581,184.086487,874.107361,757.574158
3.1,358.175293,1384.147705,665.66571,225.406174,1017.952942,645.379333,187.626968,872.854797,760.847412
3.108,364.024719,1382.699341,671.670105,230.069855,1016.898132,649.611938,191.667908,871.613892,764.035095
3.117,369.454468,1381.263062,677.859253,235.187424,1016.03009,653.913757,196.022598,869.985596,767.231445
3.125,375.326447,1379.795654,683.92218,240.027527,1015.028931,658.093811,200.651978,868.30835,770.473022
3.133,380.678406,1378.394043,690.313843,245.053543,1013.793091,662.426086,205.352036,866.68573,773.898865
3.142,386.393768,1376.861816,696.61084,250.056595,1012.589783,666.840332,210.191132,864.901611,777.336243
3.15,391.694916,1375.552246,702.977112,255.080139,1011.644714,671.16272,215.363235,863.137573,780.910767
3.158,397.029602,1374.099976,709.557373,260.29129,1010.466553,675.812866,220.667831,861.303955,784.610352
3.167,402.307251,1372.717896,716.250061,265.619202,1009.222168,680.532227,226.142944,859.24353,788.306458
3.175,407.422546,1371.418579,722.932861,271.153931,1007.937073,685.222168,232.008972,857.154907,792.234497
3.183,412.578552,1370.15564,729.643188,276.685577,1006.629944,690.239746,238.2173,855.103333,796.298584
3.192,417.461914,1368.805298,736.538391,282.278381,1005.217102,695.424622,244.522125,852.879028,800.41571
3.2,422.443542,1367.547852,743.347473,287.959808,1003.860718,700.705872,251.20697,850.60675,804.734192
3.208,427.259705,1366.377563,750.391296,293.857117,1002.413879,706.053223,258.013123,848.182312,809.136414
3.217,431.978821,1365.320801,757.343201,299.782806,1001.044861,711.623779,265.05835,845.918701,813.714783
3.225,436.728821,1364.486694,764.739197,305.862244,999.631409,717.518738,272.46875,843.612549,818.562256
3.233,441.519379,1363.850952,771.889282,312.11319,998.360107,723.477478,280.196106,841.448303,823.561768
3.242,446.287659,1363.311401,779.118042,318.635895,997.176331,729.561951,288.068542,839.475464,828.800232
3.25,451.272827,1363.075073,786.179382,325.392761,996.194397,735.772705,296.153809,837.713562,834.409973
3.258,456.039642,1362.897705,793.166931,332.213348,995.384521,742.220886,304.500275,836.233521,840.19281
3.267,460.761444,1363.008179,800.065308,339.353516,994.700256,748.768982,313.329926,834.741882,846.462341
3.275,465.466339,1363.163452,806.894226,346.787964,994.013489,755.656799,322.252197,833.53064,853.003235
3.283,470.131073,1363.421265,813.648682,354.403168,993.421387,762.471924,331.644043,832.477905,859.794739
3.292,474.748016,1363.770752,820.268066,362.209198,992.725403,769.538391,340.892578,831.478394,867.007507
3.3,479.407318,1364.145874,826.70105,370.166779,992.044067,776.71106,350.259796,830.692261,874.506775
3.308,483.94342,1364.540039,832.967834,378.17923,991.334412,784.082886,360.255127,829.764038,882.360474
3.317,488.847076,1364.7677,839.092224,386.298615,990.457764,791.556946,370.283325,828.805969,890.554871
3.325,493.220612,1365.021973,845.250793,394.331665,989.527588,799.053406,380.075043,827.830688,899.049744
3.333,497.682678,1365.080444,851.306213,402.338226,988.312378,807.387634,389.743408,826.889893,908.167419
3.342,502.066071,1365.167603,857.098877,410.13327,986.898376,816.187744,399.414001,826.111145,917.988403
3.35,506.495789,1365.069702,862.768616,417.798279,985.392761,825.054504,409.101562,825.451721,928.643921
3.358,511.283936,1364.823242,868.216125,425.144684,983.883362,834.450562,419.014801,824.894592,939.958862
3.367,515.232361,1364.93042,873.734619,432.203827,982.436218,844.205322,428.906708,824.708557,951.982971
3.375,519.61322,1364.66687,879.00116,439.137299,981.020081,854.507935,438.801147,824.986938,964.745544
