1.23,,,,,,,,,
,,,,,,,,,
Type,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker
Name,Sammy:LShoulderTop,Sammy:LShoulderTop,Sammy:LShoulderTop,Sammy:LElbowOut,Sammy:LElbowOut,Sammy:LElbowOut,Sammy:LWristOut,Sammy:LWristOut,Sammy:LWristOut
ID,10,10,10,12,12,12,15,15,15
,Position,Position,Position,Position,Position,Position,Position,Position,Position
Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z
1.525,79.058739,1476.50708,77.968384,242.157684,1569.175781,256.436035,223.291534,1761.201416,418.951294
1.533,79.136215,1476.515625,77.95462,241.975647,1569.247192,256.495209,222.390778,1761.251465,419.184509
1.542,79.244507,1476.504028,77.969879,241.837433,1569.289429,256.531769,221.647614,1761.227173,419.518097
1.55,79.330704,1476.489746,77.983978,241.707733,1569.283569,256.673431,220.987488,1761.029785,419.989899
1.558,79.368828,1476.469604,78.039375,241.584091,1569.197021,256.806122,220.484863,1760.818115,420.377441
1.567,79.393234,1476.440918,78.072166,241.453064,1569.11377,256.94165,220.050812,1760.655762,420.80423
1.575,79.399788,1476.433838,78.117958,241.258224,1569.00293,257.354828,219.62355,1760.505859,421.219666
1.583,79.385902,1476.420166,78.170273,241.00676,1568.90332,257.434692,219.3526,1760.342651,421.575867
1.592,79.340439,1476.420776,78.313492,240.8237,1568.834961,257.763306,219.150162,1760.156616,421.971222
1.6,79.301003,1476.431519,78.412323,240.618591,1568.817627,257.815826,218.978638,1759.982178,422.372955
1.608,79.25676,1476.452271,78.515991,240.431717,1568.731445,258.093781,218.85025,1759.826782,422.718689
1.617,79.217216,1476.48584,78.628403,240.240356,1568.734009,258.226715,218.806107,1759.66333,423.154144
1.625,79.175819,1476.52832,78.780594,240.048889,1568.740356,258.393555,218.814133,1759.511475,423.595123
1.633,79.132637,1476.549438,78.9627,239.935608,1568.689697,258.832947,218.833755,1759.353882,424.012115
1.642,79.121933,1476.566528,79.107338,239.833923,1568.671143,258.860107,218.813721,1759.243042,424.476349
1.65,79.111015,1476.575806,79.320496,239.782928,1568.633545,258.930023,218.747498,1759.130493,424.904999
1.658,79.135078,1476.580933,79.543434,239.741959,1568.57666,259.247955,218.638718,1759.009521,425.263397
1.667,79.178787,1476.575073,79.767693,239.695724,1568.540771,259.460785,218.493149,1758.938965,425.664307
1.675,79.251404,1476.5802,79.938744,239.679276,1568.484375,259.726501,218.331985,1758.933472,425.964508
1.683,79.28006,1476.592163,80.102013,239.693008,1568.481201,259.93457,218.069809,1758.945801,426.272644
1.692,79.042274,1477.208374,78.997017,239.649323,1568.525513,260.351837,217.810913,1758.952637,426.476837
1.7,78.73597,1477.860352,78.697075,239.621246,1568.602539,260.442322,217.573303,1759.015625,426.648621
1.708,78.903374,1477.616577,78.935532,239.580078,1568.693848,260.644409,217.416031,1759.165161,426.789764
1.717,79.35228,1476.652222,80.677925,239.522766,1568.84314,260.707214,217.307129,1759.317139,426.87384
1.725,79.427872,1476.700684,80.656746,239.476624,1569.02002,260.835297,217.214386,1759.495239,426.983521
1.733,79.385506,1476.712646,80.826904,239.408157,1569.192749,260.97229,217.064896,1759.744873,427.017548
1.742,79.378624,1476.753662,80.944435,239.316238,1569.425415,260.81311,217.000153,1760.001099,427.012634
1.75,79.364914,1476.800781,81.034744,239.257187,1569.628174,261.057831,216.978806,1760.300659,426.963013
1.758,79.334099,1476.838013,81.207031,239.265762,1569.825684,261.133698,216.993011,1760.669678,426.955475
1.767,79.331711,1476.878052,81.344025,239.256546,1570.040161,261.127808,217.08728,1760.951904,426.900574
1.775,79.342628,1476.942871,81.461784,239.307587,1570.155151,261.193512,217.183517,1761.200562,426.856628
1.783,79.363121,1477.005981,81.613686,239.395279,1570.249756,261.262848,217.320541,1761.390015,426.807526
1.792,79.423515,1477.119507,81.657669,239.534286,1570.31189,261.342499,217.567642,1761.537109,426.742401
1.8,79.412727,1477.182617,81.836639,239.693161,1570.360352,261.419586,217.840454,1761.675293,426.689301
1.808,79.394165,1477.276855,81.960945,239.871552,1570.401611,261.404724,218.265289,1761.774536,426.620361
1.817,79.344658,1477.374146,82.017426,240.10289,1570.457153,261.3255,218.689667,1761.871338,426.602264
1.825,79.289574,1477.460205,82.102737,240.339172,1570.542114,261.22406,219.140198,1761.921265,426.571838
1.833,79.214966,1477.561035,82.131409,240.671738,1570.599731,261.061737,219.600281,1761.970459,426.529358
1.842,79.102318,1477.721558,82.150528,241.052856,1570.737061,260.811279,220.075012,1762.039429,426.513519
1.85,78.982613,1477.883789,82.205154,241.482651,1570.86792,260.512268,220.730438,1762.065308,426.483795
1.858,78.837906,1478.044434,82.49939,242.02919,1570.957764,260.16925,221.610504,1762.010498,426.400787
1.867,78.728325,1478.197632,82.59742,242.526779,1571.111084,259.926483,222.451859,1762.105225,426.252411
1.875,78.640587,1478.315674,82.759247,243.104355,1571.318115,259.422546,223.251114,1762.188599,426.120361
1.883,78.565369,1478.414795,82.880577,243.769684,1571.51416,259.124329,224.421875,1762.207031,425.863708
1.892,78.519737,1478.507446,83.009758,244.502045,1571.635864,258.86261,225.555084,1762.325806,425.560394
1.9,78.47538,1478.602783,83.203156,245.394135,1571.835571,258.343384,226.834656,1762.396973,425.219482
1.908,78.501671,1478.682739,83.333321,246.300934,1571.90271,257.854187,228.22673,1762.412109,424.864075
1.917,78.531998,1478.745605,83.529716,247.073822,1571.930664,257.184357,229.653702,1762.526123,424.365051
1.925,78.592064,1478.785278,83.761902,248.346375,1571.927002,256.582855,231.211334,1762.490723,423.865326
1.933,78.733261,1478.815674,84.142067,249.675293,1571.872681,255.96666,232.676392,1762.734131,423.11145
1.942,78.896172,1478.831177,84.434624,251.168137,1571.733765,255.288391,234.347183,1762.855225,422.423035
1.95,79.139618,1478.853882,84.716644,252.85051,1571.67981,254.393936,236.183304,1762.985474,421.48941
1.958,78.961327,1478.733276,85.944054,254.65184,1571.604858,253.356842,238.071167,1763.104614,420.575928
1.967,79.177856,1478.730713,86.148064,256.360809,1571.559814,252.365616,240.108261,1763.379028,419.462799
1.975,79.441483,1478.714966,86.281281,258.119904,1571.540405,251.274384,242.472336,1763.568115,418.328766
1.983,79.798622,1478.690918,86.306953,259.820892,1571.615845,250.114441,244.942657,1763.959717,417.015259
1.992,80.19751,1478.696289,86.273827,261.726074,1571.800903,248.776566,247.578598,1764.46814,415.519623
2,80.489449,1478.65979,86.671997,263.624359,1571.961304,247.443954,250.398483,1764.928955,414.034302
2.008,80.800301,1478.625,87.107231,265.736359,1572.102539,246.118408,252.94516,1765.245972,412.2995
2.017,81.150757,1478.562744,87.482307,268.13324,1572.251221,244.611145,255.649063,1765.82312,410.540588
